0.000000,0.100000
1.000000,0.187235
2.000000,0.267445
3.000000,0.341103
4.000000,0.408667
5.000000,0.470571
6.000000,0.527233
7.000000,0.579047
8.000000,0.626385
9.000000,0.669600
10.000000,0.709020
11.000000,0.744953
12.000000,0.777687
13.000000,0.807488
14.000000,0.834606
15.000000,0.859269
16.000000,0.881688
17.000000,0.902061
18.000000,0.920565
19.000000,0.937368
20.000000,0.952620
21.000000,0.966460
22.000000,0.979016
23.000000,0.990405
24.000000,1.000731
25.000000,1.010094
26.000000,1.018581
27.000000,1.026272
28.000000,1.033242
29.000000,1.039556
30.000000,1.045277
31.000000,1.050459
32.000000,1.055152
33.000000,1.059403
34.000000,1.063252
35.000000,1.066738
36.000000,1.069893
37.000000,1.072751
38.000000,1.075337
39.000000,1.077679
40.000000,1.079799
41.000000,1.081718
42.000000,1.083455
43.000000,1.085027
44.000000,1.086450
45.000000,1.087738
46.000000,1.088903
47.000000,1.089958
48.000000,1.090913
49.000000,1.091777
50.000000,1.092559
51.000000,1.093267
52.000000,1.093907
53.000000,1.094486
54.000000,1.095011
55.000000,1.095485
56.000000,1.095915
57.000000,1.096304
58.000000,1.096655
59.000000,1.096973
60.000000,1.097261
61.000000,1.097522
62.000000,1.097758
63.000000,1.097971
64.000000,1.098164
65.000000,1.098339
66.000000,1.098497
67.000000,1.098640
68.000000,1.098769
69.000000,1.098886
70.000000,1.098992
71.000000,1.099088
72.000000,1.099175
73.000000,1.099253
74.000000,1.099325
75.000000,1.099389
76.000000,1.099447
77.000000,1.099500
78.000000,1.099547
79.000000,1.099590
80.000000,1.099629
81.000000,1.099665
82.000000,1.099696
83.000000,1.099725
84.000000,1.099751
85.000000,1.099775
86.000000,1.099797
87.000000,1.099816
88.000000,1.099833
89.000000,1.099849
90.000000,1.099864
91.000000,1.099877
92.000000,1.099888
93.000000,1.099899
94.000000,1.099909
95.000000,1.099917
96.000000,1.099925
97.000000,1.099932
98.000000,1.099939
99.000000,1.099945
100.000000,1.099950
101.000000,1.099955
102.000000,1.099959
103.000000,1.099963
104.000000,1.099966
105.000000,1.099970
106.000000,1.099972
107.000000,1.099975
108.000000,1.099977
109.000000,1.099980
110.000000,1.099982
111.000000,1.099983
112.000000,1.099985
113.000000,1.099986
114.000000,1.099988
115.000000,1.099989
116.000000,1.099990
117.000000,1.099991
118.000000,1.099992
119.000000,1.099992
120.000000,1.099993
121.000000,1.099994
122.000000,1.099994
123.000000,1.099995
124.000000,1.099995
125.000000,1.099996
126.000000,1.099996
127.000000,1.099997
128.000000,1.099997
129.000000,1.099997
130.000000,1.099998
131.000000,1.099998
132.000000,1.099998
133.000000,1.099998
134.000000,1.099998
135.000000,1.099998
136.000000,1.099999
137.000000,1.099999
138.000000,1.099999
139.000000,1.099999
140.000000,1.099999
141.000000,1.099999
142.000000,1.099999
143.000000,1.099999
144.000000,1.099999
145.000000,1.099999
146.000000,1.099999
147.000000,1.100000
148.000000,1.100000
149.000000,1.100000
150.000000,1.100000
151.000000,1.100000
152.000000,1.100000
153.000000,1.100000
154.000000,1.100000
155.000000,1.100000
156.000000,1.100000
157.000000,1.100000
158.000000,1.100000
159.000000,1.100000
160.000000,1.100000
161.000000,1.100000
162.000000,1.100000
163.000000,1.100000
164.000000,1.100000
165.000000,1.100000
166.000000,1.100000
167.000000,1.100000
168.000000,1.100000
169.000000,1.100000
170.000000,1.100000
171.000000,1.100000
172.000000,1.100000
173.000000,1.100000
174.000000,1.100000
175.000000,1.100000
176.000000,1.100000
177.000000,1.100000
178.000000,1.100000
179.000000,1.100000
180.000000,1.100000
181.000000,1.100000
182.000000,1.100000
183.000000,1.100000
184.000000,1.100000
185.000000,1.100000
186.000000,1.100000
187.000000,1.100000
188.000000,1.100000
189.000000,1.100000
190.000000,1.100000
191.000000,1.100000
192.000000,1.100000
193.000000,1.100000
194.000000,1.100000
195.000000,1.100000
196.000000,1.100000
197.000000,1.100000
198.000000,1.100000
199.000000,1.100000
200.000000,1.100000
201.000000,1.100000
202.000000,1.100000
203.000000,1.100000
204.000000,1.100000
205.000000,1.100000
206.000000,1.100000
207.000000,1.100000
208.000000,1.100000
209.000000,1.100000
210.000000,1.100000
211.000000,1.100000
212.000000,1.100000
213.000000,1.100000
214.000000,1.100000
215.000000,1.100000
216.000000,1.100000
217.000000,1.100000
218.000000,1.100000
219.000000,1.100000
220.000000,1.100000
221.000000,1.100000
222.000000,1.100000
223.000000,1.100000
224.000000,1.100000
225.000000,1.100000
226.000000,1.100000
227.000000,1.100000
228.000000,1.100000
229.000000,1.100000
